Date	316 HK Equity	1378 HK Equity	883 HK Equity	1171 HK Equity	386 HK Equity	1308 HK Equity	1088 HK Equity	998 HK Equity	600019 CH Equity	1919 HK Equity	3988 HK Equity	1288 HK Equity	3323 HK Equity	762 HK Equity	857 HK Equity	3328 HK Equity	728 HK Equity	941 HK Equity	939 HK Equity	000651 CH Equity	601088 CH Equity	2007 HK Equity	601006 CH Equity	1398 HK Equity	002157 CH Equity	601155 CH Equity	267 HK Equity	1044 HK Equity	601328 CH Equity	600028 CH Equity	601169 CH Equity	17 HK Equity	868 HK Equity	601225 CH Equity	601988 CH Equity	688 HK Equity	000002 CH Equity	601818 CH Equity	601288 CH Equity	2628 HK Equity	6 HK Equity	601398 CH Equity	000069 CH Equity	600000 CH Equity	601939 CH Equity
11/1/19	36.000	4.400	11.960	7.970	4.510	8.670	15.720	4.580	6.459	2.292	3.250	3.270	6.890	7.780	3.810	5.430	3.360	64.250	6.360	71.025	20.468	11.14	8.608	5.71	18.564	36.904	10.36	54	6.303	5.445	6.270	44.88	8.95	9.432	4.120	25.3	29.878	5.011	4.076	20.55	56.25	6.615	7.951	14.198	8.129
11/4/19	35.800	4.400	12.260	8.180	4.570	8.760	15.780	4.650	6.376	2.346	3.310	3.310	7.190	7.860	3.880	5.490	3.360	64.200	6.480	71.841	20.354	11.5	8.739	5.82	18.559	36.784	10.5	56	6.309	5.462	6.309	45.28	9.05	9.408	4.124	26.05	29.940	5.061	4.069	20.8	56.6	6.577	7.948	14.201	8.182
11/5/19	36.500	4.460	12.520	8.290	4.650	8.800	16.280	4.710	6.370	2.385	3.320	3.330	7.230	7.860	3.960	5.490	3.350	64.550	6.500	71.610	20.450	11.62	8.728	5.81	18.439	36.911	10.46	55.7	6.403	5.509	6.415	45.92	9.2	9.599	4.157	27.1	30.039	5.219	4.090	21.15	56.5	6.616	8.057	14.472	8.247
11/6/19	36.000	4.470	12.480	8.280	4.700	8.820	16.020	4.700	6.375	2.369	3.300	3.320	7.290	7.820	3.980	5.470	3.360	64.100	6.450	71.019	20.333	11.68	8.757	5.8	17.313	37.478	10.42	55.15	6.420	5.514	6.420	46.48	9.16	9.596	4.183	27.4	29.805	5.100	4.116	21.4	56.35	6.688	8.097	14.450	8.377
11/7/19	36.000	4.470	12.540	8.150	4.690	8.760	16.000	4.770	6.359	2.385	3.330	3.330	7.350	7.840	3.970	5.530	3.370	64.250	6.560	71.454	20.255	11.64	8.726	5.88	19.100	38.581	10.54	54.95	6.426	5.540	6.404	46.88	9.14	9.578	4.183	27.45	29.799	5.047	4.105	21.4	56.7	6.673	8.098	14.311	8.400
11/8/19	36.100	4.510	12.700	8.120	4.700	8.770	16.140	4.740	6.275	2.431	3.310	3.310	7.400	7.680	3.950	5.510	3.330	64.300	6.470	71.151	20.179	11.56	8.669	5.86	18.613	38.042	10.42	54.1	6.331	5.514	6.309	46	9.18	9.441	4.116	27.1	29.910	4.989	4.038	21.25	56.15	6.566	7.942	14.060	8.221
11/11/19	36.000	4.380	12.320	6.840	4.580	8.780	15.780	4.620	6.118	2.331	3.230	3.230	7.150	7.360	3.850	5.340	3.220	62.750	6.270	68.287	19.681	11.12	8.551	5.69	18.007	36.829	10.34	52.3	6.252	5.425	6.207	44.08	9.08	9.143	4.064	26.3	29.449	4.845	3.963	20.85	55.5	6.441	7.792	13.720	8.060
11/12/19	36.100	4.320	12.420	6.920	4.570	8.800	15.640	4.650	6.065	2.323	3.230	3.240	7.210	7.360	3.840	5.360	3.210	62.750	6.310	66.082	19.737	11.24	8.556	5.71	17.582	37.174	10.7	51.75	6.222	5.440	6.244	44	9.08	9.271	4.088	26.5	29.355	4.837	3.977	21.05	55.8	6.479	7.797	13.672	8.087
11/13/19	36.100	4.250	12.120	6.920	4.490	8.730	15.400	4.560	5.965	2.292	3.170	3.190	7.030	7.190	3.750	5.270	3.120	61.650	6.210	65.614	19.411	10.94	8.518	5.62	17.125	36.158	10.42	50.3	6.188	5.430	6.210	41.84	9.15	9.198	4.070	25.9	29.200	4.828	3.980	20.75	54.4	6.444	7.771	13.636	8.016
11/14/19	37.300	4.200	11.980	6.740	4.440	8.540	15.240	4.550	5.955	2.246	3.160	3.180	6.980	7.160	3.720	5.190	3.060	61.200	6.180	65.935	19.235	10.84	8.586	5.57	17.529	36.017	10.18	50.5	6.166	5.408	6.222	41.6	9.17	9.144	4.037	25.7	29.427	4.795	3.970	20.55	54.75	6.412	7.683	13.537	7.984
11/15/19	37.300	4.160	11.940	6.690	4.430	8.580	15.180	4.560	5.896	2.231	3.160	3.170	6.910	7.130	3.700	5.190	3.060	61.200	6.210	65.728	18.872	10.78	8.520	5.61	16.996	35.890	10.1	50	6.153	5.416	6.231	41.68	9.19	8.978	4.031	25.6	29.581	4.746	3.987	20.5	54.3	6.466	7.705	13.568	7.984
11/18/19	37.300	4.240	12.060	6.780	4.430	8.560	15.340	4.590	5.871	2.292	3.190	3.210	7.040	7.220	3.710	5.230	3.110	61.600	6.310	65.722	19.118	10.92	8.601	5.72	17.247	36.209	10.18	50.35	6.172	5.470	6.250	42.32	9.25	9.013	4.033	26.1	29.435	4.858	4.000	20.8	54.95	6.484	7.643	13.637	7.988
11/19/19	38.000	4.380	12.020	6.780	4.450	8.550	15.260	4.540	5.982	2.285	3.250	3.260	7.180	7.380	3.720	5.280	3.150	62.200	6.420	66.235	19.227	11.18	8.633	5.8	17.155	36.693	10.26	51.2	6.182	5.458	6.249	43.12	9.44	9.201	4.044	26.5	29.764	4.823	4.010	20.95	55.45	6.517	7.708	13.623	8.009
11/20/19	38.000	4.340	11.840	6.760	4.460	8.760	15.160	4.450	5.984	2.254	3.230	3.230	7.190	7.320	3.710	5.240	3.140	62.100	6.400	65.465	19.163	11.06	8.653	5.78	16.794	35.646	10.16	50.85	6.117	5.472	6.162	43.12	9.5	9.187	4.026	26.6	29.640	4.694	3.982	20.65	55.7	6.451	7.630	13.391	7.908
11/21/19	39.500	4.210	11.680	6.820	4.420	8.550	15.040	4.400	5.986	2.208	3.170	3.180	7.250	7.200	3.670	5.180	3.060	61.000	6.270	63.921	19.126	10.88	8.712	5.66	16.656	35.137	9.9	51.05	6.097	5.496	6.175	41.36	9.36	9.235	4.039	26.2	29.763	4.684	3.994	20.15	55.25	6.375	7.610	13.307	7.933
11/22/19	39.800	4.160	11.860	6.850	4.420	8.670	15.100	4.430	6.113	2.200	3.200	3.210	7.400	7.180	3.670	5.200	3.070	61.300	6.330	63.045	19.229	10.88	8.725	5.66	16.695	35.068	9.98	51.6	6.113	5.491	6.169	41.36	9.43	9.214	4.013	26.65	30.022	4.646	4.001	20.2	55.15	6.347	7.525	13.327	7.936
11/25/19	39.800	4.160	11.920	7.200	4.510	8.770	15.600	4.440	6.407	2.262	3.210	3.230	7.860	7.220	3.720	5.280	3.090	61.950	6.400	64.305	19.800	11.28	8.810	5.74	16.919	35.573	10.18	52.25	6.196	5.584	6.240	42.16	9.27	9.600	4.060	27.05	31.869	4.739	4.049	20.4	55.95	6.485	7.753	13.426	8.020
11/26/19	39.900	4.200	11.880	7.230	4.500	8.770	15.600	4.420	6.300	2.238	3.220	3.230	7.830	7.170	3.710	5.300	3.070	61.550	6.400	65.158	19.656	11.32	8.849	5.76	16.852	35.985	10.22	52.4	6.189	5.599	6.222	41.44	9.3	9.817	4.085	26.6	31.555	4.708	4.051	20.45	55.1	6.511	7.880	13.423	8.025
11/27/19	45.000	4.190	11.920	7.120	4.510	8.540	15.580	4.440	6.237	2.262	3.230	3.250	7.800	7.090	3.690	5.270	3.050	61.300	6.420	64.195	19.379	11.24	8.743	5.77	16.439	36.831	10.2	52.7	6.181	5.591	6.203	41.92	9.37	9.623	4.076	26.8	31.184	4.678	4.076	20.45	55	6.549	7.763	13.354	8.041
11/28/19	45.000	4.220	11.740	7.000	4.500	8.700	15.460	4.400	6.119	2.254	3.210	3.250	7.780	6.900	3.680	5.280	3.030	60.300	6.400	65.029	19.181	11.24	8.789	5.74	16.510	36.937	10.1	52.9	6.164	5.574	6.186	41.68	9.3	9.524	4.061	26.8	30.929	4.651	4.050	20.2	55.4	6.497	7.699	13.306	7.944
11/29/19	44.100	4.110	11.360	6.920	4.390	8.740	15.160	4.280	6.089	2.223	3.140	3.170	7.560	6.700	3.610	5.140	2.960	59.000	6.230	64.240	19.157	10.9	8.827	5.58	16.274	36.344	9.8	51.7	6.133	5.555	6.189	40.88	9.2	9.439	4.041	26.25	30.834	4.597	4.030	19.78	54.45	6.445	7.670	13.258	7.903
12/2/19	45.150	4.080	11.360	6.780	4.410	8.760	15.300	4.300	6.072	2.215	3.130	3.190	7.690	6.700	3.600	5.130	2.950	59.350	6.230	64.182	19.229	11.2	8.797	5.56	17.016	37.813	9.87	51.5	6.106	5.505	6.172	40.64	9.2	9.509	4.026	26.95	31.196	4.660	4.026	19.88	54.45	6.462	7.774	13.201	7.918
12/3/19	45.150	4.100	11.340	6.800	4.370	8.860	15.240	4.320	5.976	2.208	3.110	3.190	7.620	6.760	3.580	5.120	2.990	59.400	6.200	67.412	19.270	11.14	8.781	5.53	16.775	37.631	9.88	51.25	6.087	5.466	6.131	40.8	9.17	9.424	4.003	27.55	31.045	4.646	4.025	19.88	55.2	6.420	7.806	13.150	7.928
12/4/19	46.200	4.030	11.160	6.700	4.330	8.820	15.120	4.290	6.030	2.185	3.100	3.170	7.400	6.760	3.540	5.090	3.000	59.250	6.170	69.497	19.079	10.98	8.773	5.47	16.758	37.569	9.83	50.75	6.063	5.453	6.119	39.96	9.18	9.328	3.998	26.7	30.850	4.609	4.009	19.48	54.7	6.397	7.729	13.049	7.929
12/5/19	47.050	4.050	11.300	6.700	4.360	8.980	15.060	4.320	6.001	2.223	3.110	3.170	7.420	6.780	3.560	5.090	2.990	59.300	6.200	69.200	19.070	11	8.735	5.49	16.469	37.750	9.86	50.95	6.079	5.479	6.157	40.16	9.22	9.268	4.023	26.9	30.894	4.679	4.023	19.74	54.75	6.412	7.723	13.213	7.935
12/6/19	47.250	4.180	11.300	6.750	4.350	9.020	15.100	4.340	6.020	2.200	3.150	3.190	7.400	6.890	3.580	5.160	2.990	59.300	6.290	69.430	19.107	11.14	8.769	5.55	16.169	38.571	9.97	51.15	6.087	5.475	6.176	40.8	9.2	9.359	4.028	27.2	31.003	4.663	4.017	20.1	55.55	6.399	7.701	13.265	7.946
12/9/19	53.500	4.220	11.320	6.820	4.400	9.060	15.260	4.320	6.261	2.200	3.150	3.200	7.380	6.870	3.630	5.190	3.000	60.000	6.300	69.116	19.450	11.32	8.774	5.57	16.959	40.702	9.99	51.7	6.116	5.505	6.194	40.96	9.25	9.597	4.026	27.75	31.327	4.637	4.015	20.1	55.3	6.383	7.896	13.234	7.885
12/10/19	53.450	4.290	11.280	6.880	4.390	9.220	15.200	4.330	6.242	2.192	3.140	3.200	7.440	6.860	3.620	5.180	3.010	60.000	6.310	69.164	19.194	11.36	8.668	5.58	16.501	41.169	9.9	51.2	6.097	5.497	6.186	40.88	9.11	9.614	4.017	28.45	31.044	4.629	4.017	20.2	54.95	6.342	7.889	13.196	7.867
12/11/19	54.300	4.370	11.360	6.940	4.400	9.300	15.300	4.410	6.281	2.238	3.180	3.230	7.560	6.810	3.630	5.240	3.030	60.100	6.370	68.136	19.176	11.48	8.656	5.63	16.357	41.115	9.9	50.95	6.103	5.504	6.181	40.8	9.22	9.488	4.006	28.95	31.072	4.794	4.006	20.65	55.15	6.381	7.990	13.294	7.879
12/12/19	54.850	4.390	11.460	6.870	4.440	9.420	15.420	4.450	6.212	2.246	3.200	3.240	7.570	6.910	3.700	5.300	3.030	60.300	6.400	68.690	19.172	11.62	8.748	5.67	16.591	41.082	10.06	51.5	6.134	5.530	6.201	41.68	9.26	9.497	4.033	28.8	31.283	4.815	4.033	20.85	55.7	6.413	8.000	13.295	7.944
12/13/19	54.800	4.470	11.780	7.010	4.530	9.560	15.500	4.600	6.343	2.385	3.260	3.290	7.650	7.020	3.830	5.420	3.090	61.600	6.510	70.219	19.263	11.84	8.840	5.8	16.498	41.280	10.3	54.15	6.187	5.563	6.276	42.48	9.49	9.565	4.069	29.2	31.380	4.916	4.080	21.6	56.15	6.488	8.127	13.511	8.026
12/16/19	55.650	4.450	11.740	6.950	4.490	9.520	15.460	4.550	6.383	2.369	3.240	3.270	7.800	6.960	3.800	5.360	3.070	61.700	6.460	70.290	19.372	11.88	8.856	5.73	16.297	41.717	10.22	53.9	6.171	5.581	6.249	42.16	9.62	9.569	4.066	29.15	32.806	4.890	4.055	21.35	57.2	6.439	8.199	13.512	7.965
12/17/19	56.100	4.500	12.060	7.060	4.560	9.250	15.740	4.710	6.459	2.454	3.290	3.340	7.790	7.010	3.850	5.510	3.080	61.950	6.590	71.391	19.677	12.16	8.909	5.87	16.804	42.393	10.38	55.75	6.236	5.657	6.347	41.84	9.58	9.755	4.098	29.05	33.908	5.000	4.076	21.35	57	6.503	8.307	13.797	8.051
12/18/19	56.950	4.500	12.480	6.960	4.590	9.340	15.740	4.760	6.409	2.431	3.300	3.390	7.800	7.020	3.860	5.500	3.090	62.100	6.630	71.621	19.549	12.06	9.012	5.93	16.701	41.780	10.36	57.2	6.242	5.641	6.331	41.52	9.51	9.702	4.083	28.9	33.725	4.985	4.095	21.4	56.8	6.531	8.334	13.797	8.056
12/19/19	43.900	4.460	12.480	6.930	4.560	9.380	15.800	4.700	6.378	2.431	3.300	3.390	7.650	7.000	3.830	5.510	3.080	62.450	6.640	72.346	19.723	11.94	9.093	5.96	16.695	41.471	10.24	57.2	6.255	5.632	6.333	41.6	9.58	9.783	4.107	29	34.537	4.986	4.107	21.3	56.55	6.600	8.359	13.813	8.081
12/20/19	40.000	4.470	12.500	6.920	4.600	9.440	15.880	4.710	6.255	2.431	3.310	3.410	7.660	7.250	3.860	5.480	3.130	63.950	6.620	71.804	19.779	12.04	9.149	5.98	17.698	42.063	10.3	56.8	6.267	5.621	6.356	42	9.69	9.739	4.118	29.6	35.262	4.931	4.129	21.4	57	6.612	8.426	13.824	8.070
12/23/19	37.650	4.440	12.660	6.930	4.620	9.480	15.980	4.680	6.200	2.385	3.330	3.410	7.790	7.170	3.840	5.500	3.140	63.700	6.680	71.672	19.413	12.1	9.056	5.97	17.201	41.270	10.28	56.75	6.189	5.545	6.245	41.84	9.77	9.645	4.078	29.75	34.458	4.878	4.100	21.35	57.15	6.534	8.212	13.557	7.989
12/24/19	37.550	4.390	12.620	6.880	4.620	9.600	16.060	4.690	6.273	2.362	3.330	3.420	7.840	7.190	3.820	5.500	3.150	64.250	6.630	72.320	19.598	12.02	8.998	5.94	16.829	40.798	10.26	56.4	6.207	5.584	6.262	41.84	9.75	9.732	4.082	29.5	33.791	4.872	4.093	21.2	57.1	6.518	8.242	13.659	7.997
12/27/19	39.400	4.550	12.840	6.990	4.690	9.620	16.360	4.750	6.327	2.423	3.350	3.450	8.120	7.270	3.920	5.590	3.220	65.400	6.760	71.883	19.851	12.44	9.023	6	17.656	41.662	10.36	56.35	6.260	5.625	6.272	42.08	9.94	9.914	4.110	30.1	34.533	4.946	4.155	21.4	57.45	6.572	8.455	13.724	8.076
12/30/19	38.650	4.640	12.920	7.280	4.680	9.600	16.560	4.770	6.408	2.431	3.360	3.440	8.520	7.320	3.900	5.580	3.210	65.800	6.750	73.083	20.349	12.56	9.161	5.97	17.563	42.972	10.32	55.75	6.285	5.661	6.308	42.64	10.32	10.074	4.134	30.1	35.182	4.892	4.146	21.6	57.55	6.564	8.670	13.752	8.057
12/31/19	37.800	4.700	12.960	7.000	4.690	9.500	16.280	4.670	6.421	2.431	3.330	3.430	8.700	7.340	3.910	5.540	3.210	65.500	6.730	73.357	20.414	12.48	9.184	6	18.121	43.312	10.42	55.5	6.298	5.716	6.354	42.72	10.32	10.056	4.128	30.35	35.996	4.933	4.128	21.65	57	6.577	8.714	13.837	8.087
1/2/20	37.700	4.830	12.980	7.110	4.700	9.600	16.560	4.730	6.488	2.654	3.370	3.470	9.000	7.320	3.930	5.610	3.200	65.350	6.800	75.951	20.794	12.88	9.139	6.05	18.602	43.490	10.42	55.1	6.354	5.783	6.409	42.8	10.34	10.090	4.161	30.7	36.421	4.978	4.172	22	57.15	6.678	8.703	13.949	8.177
1/3/20	37.000	4.820	13.240	7.170	4.770	9.600	16.620	4.700	6.476	2.515	3.360	3.450	8.870	7.290	4.040	5.580	3.170	64.400	6.720	74.921	20.723	12.58	9.111	6	18.390	42.775	10.26	53.7	6.353	5.884	6.409	42.88	10.42	10.049	4.142	29.95	35.786	4.935	4.154	21.5	57.25	6.688	8.653	14.069	8.162
1/6/20	38.850	4.610	13.720	7.180	4.800	9.600	16.560	4.650	6.402	2.508	3.290	3.400	8.910	7.220	4.200	5.520	3.120	64.250	6.650	73.356	20.911	12.32	8.986	5.93	18.317	42.379	10.04	53.45	6.302	5.968	6.347	42.4	10.3	10.277	4.109	29.5	35.086	4.855	4.109	21.85	57.25	6.647	8.652	13.874	8.062
1/7/20	38.000	4.660	13.640	7.330	4.780	9.320	16.600	4.650	6.526	2.523	3.280	3.380	8.990	7.150	4.130	5.500	3.110	63.800	6.610	75.357	21.067	12.44	9.089	5.91	19.018	43.253	9.95	54.05	6.369	5.877	6.425	42.24	10.2	10.477	4.164	29.5	35.552	4.925	4.164	22.25	57.75	6.727	8.776	13.992	8.093
1/8/20	37.800	4.600	13.640	7.090	4.740	9.290	16.300	4.500	6.431	2.446	3.220	3.350	8.770	7.070	4.140	5.400	3.090	63.850	6.560	77.083	20.559	12.28	9.008	5.84	18.150	42.183	9.82	55	6.319	5.916	6.319	42	10.28	10.095	4.134	29.9	35.494	4.851	4.134	21.7	57.6	6.621	8.549	13.803	8.000
1/9/20	39.200	4.610	13.680	7.140	4.770	9.400	16.360	4.560	6.499	2.546	3.270	3.380	9.000	7.110	4.100	5.510	3.110	64.850	6.670	78.296	20.616	12.5	9.098	5.94	18.151	43.182	10.02	59.4	6.330	5.815	6.353	42.96	10.6	10.118	4.134	29.95	36.078	4.829	4.123	22.5	57.75	6.622	8.695	13.860	8.022
1/10/20	38.300	4.700	13.540	6.900	4.750	9.390	16.100	4.600	6.441	2.508	3.280	3.370	8.950	7.060	4.010	5.480	3.090	64.200	6.720	78.265	20.377	12.38	9.089	5.93	17.583	43.593	9.99	59.6	6.329	5.790	6.340	43.04	10.66	10.087	4.140	29.7	35.301	4.802	4.129	22.5	57.8	6.631	8.595	13.903	8.034
1/13/20	38.900	4.650	13.740	6.850	4.740	9.290	15.980	4.600	6.460	2.515	3.330	3.380	8.800	7.120	3.990	5.520	3.110	65.400	6.800	78.645	20.507	12.26	9.053	5.97	17.824	43.967	10.12	61.85	6.370	5.795	6.381	43.76	10.68	10.169	4.171	29.65	35.715	4.825	4.149	22.75	58.4	6.685	8.737	13.991	8.083
1/14/20	37.700	4.700	13.540	6.860	4.690	9.270	15.900	4.570	6.461	2.554	3.320	3.360	8.980	7.210	3.950	5.480	3.150	66.100	6.750	78.859	20.503	12.2	9.082	5.91	17.645	43.118	10.18	61.9	6.405	5.806	6.416	44	10.72	10.121	4.168	29.6	35.459	4.846	4.157	22.4	58.5	6.710	8.834	14.041	8.088
1/15/20	38.400	4.700	13.220	6.810	4.670	9.520	15.680	4.570	6.406	2.515	3.310	3.340	9.070	7.110	3.940	5.480	3.140	65.800	6.730	77.710	20.110	12.06	8.967	5.9	17.245	42.126	10.14	62.05	6.339	5.741	6.372	43.76	10.56	9.982	4.139	29.45	34.389	4.771	4.117	22.35	58.3	6.632	8.696	13.816	8.053
1/16/20	37.700	4.710	13.440	6.710	4.690	9.890	15.540	4.560	6.368	2.485	3.300	3.330	9.090	7.180	3.940	5.450	3.210	66.000	6.690	76.013	20.098	12.22	8.943	5.85	17.197	42.816	10.22	61.4	6.334	5.725	6.334	44.08	10.76	9.801	4.121	30.3	34.472	4.720	4.076	22.15	58.25	6.549	8.559	13.775	8.005
1/17/20	38.400	4.800	13.520	6.810	4.720	9.950	15.700	4.580	6.470	2.446	3.300	3.350	9.430	7.160	3.940	5.490	3.200	66.200	6.770	76.815	20.247	12.08	8.970	5.89	17.046	42.417	10.18	60.4	6.346	5.735	6.357	44.4	10.82	9.830	4.129	29.65	34.454	4.728	4.095	22	58.2	6.583	8.585	13.834	8.008
1/20/20	37.550	4.780	13.320	6.730	4.700	9.880	15.320	4.530	6.495	2.423	3.300	3.320	9.300	7.360	3.890	5.440	3.310	68.650	6.650	77.335	20.027	11.8	9.052	5.81	17.594	41.977	10.04	59.95	6.359	5.714	6.370	44.32	10.84	9.878	4.141	28.85	33.797	4.752	4.096	22.2	57.95	6.608	8.599	13.860	8.033
1/21/20	36.750	4.600	13.000	6.570	4.570	9.690	15.020	4.450	6.313	2.315	3.220	3.230	8.740	7.100	3.790	5.310	3.210	66.950	6.440	74.970	19.751	11.32	8.917	5.63	17.001	39.999	9.77	58.9	6.279	5.648	6.268	42.8	10.66	9.594	4.104	27.85	32.930	4.656	4.036	21.1	57.25	6.505	8.230	13.619	7.937
1/22/20	37.800	4.520	13.340	6.580	4.570	9.580	15.180	4.500	6.317	2.346	3.250	3.260	8.880	7.140	3.820	5.350	3.230	69.400	6.510	75.173	19.966	11.28	8.844	5.7	16.684	40.598	9.89	60.3	6.249	5.618	6.261	42.96	11.12	9.724	4.106	28.25	33.965	4.704	4.027	21.35	57.85	6.531	8.302	13.277	7.953
1/23/20	38.050	4.300	13.000	6.370	4.480	9.040	14.800	4.380	6.111	2.323	3.200	3.200	8.570	6.740	3.730	5.270	3.150	68.000	6.430	71.961	19.448	10.94	8.666	5.64	15.576	38.265	9.65	61.2	6.156	5.560	6.100	42.32	10.58	9.442	4.063	27.15	32.615	4.524	3.962	20.65	57.55	6.438	7.968	12.774	7.844
1/24/20	37.500	4.300	13.040	6.350	4.480	9.320	14.740	4.380	6.111	2.362	3.200	3.200	8.540	6.800	3.730	5.280	3.160	69.700	6.430	71.961	19.448	10.94	8.666	5.62	15.576	38.265	9.66	62.1	6.156	5.560	6.100	42.24	10.9	9.442	4.063	26.95	32.615	4.524	3.962	20.6	57.55	6.438	7.968	12.774	7.844
1/29/20	36.450	4.090	12.460	6.110	4.330	9.340	14.140	4.200	6.111	2.177	3.100	3.100	8.060	6.660	3.590	5.070	3.090	67.600	6.190	71.961	19.448	10.3	8.666	5.4	15.576	38.265	9.15	59.8	6.156	5.560	6.100	40.8	10.36	9.442	4.063	25.95	32.615	4.524	3.962	19.86	57	6.438	7.968	12.774	7.844
1/30/20	37.000	3.950	12.000	5.850	4.230	9.170	14.000	4.120	6.111	2.146	3.030	3.030	7.750	6.500	3.510	5.020	3.030	64.600	6.000	71.961	19.448	9.97	8.666	5.27	15.576	38.265	8.97	57.35	6.156	5.560	6.100	39.6	10.2	9.442	4.063	25.35	32.615	4.524	3.962	19.16	56.35	6.438	7.968	12.774	7.844
1/31/20	36.850	3.840	11.860	5.780	4.130	9.200	13.740	4.080	6.111	2.154	3.030	3.020	7.510	6.540	3.450	5.000	3.040	64.200	5.950	71.961	19.448	9.96	8.666	5.22	15.576	38.265	8.81	57	6.156	5.560	6.100	39.24	9.8	9.442	4.063	25.25	32.615	4.524	3.962	18.84	56.3	6.438	7.968	12.774	7.844
2/3/20	36.050	3.860	11.680	5.890	4.070	8.980	13.720	4.070	5.410	2.100	3.040	3.020	7.670	6.540	3.380	4.960	3.040	63.800	6.010	65.014	17.678	10.02	7.987	5.26	13.784	33.851	8.7	58.65	5.653	5.111	5.653	39.08	9.75	8.850	3.794	25.35	29.459	4.126	3.728	18.7	55.85	5.996	7.047	11.582	7.124
2/4/20	37.300	4.010	11.800	6.060	4.100	9.180	14.040	4.130	5.759	2.154	3.060	3.020	7.930	6.550	3.410	5.020	3.020	63.800	6.080	68.320	18.031	10.2	8.200	5.29	13.504	36.451	8.87	58.8	5.770	5.149	5.759	39.76	10.02	8.788	3.884	26	30.648	4.217	3.795	19	55.2	6.103	7.091	11.829	7.412
2/5/20	37.200	4.040	12.000	6.130	4.120	9.510	14.040	4.160	5.745	2.146	3.070	3.050	7.890	6.540	3.410	5.010	3.030	63.700	6.150	69.975	18.081	10.16	8.217	5.34	13.962	36.017	8.88	60.1	5.789	5.166	5.789	39.68	10.24	8.740	3.897	26.2	30.773	4.220	3.808	19.08	55.45	6.112	7.148	11.913	7.471
2/6/20	36.500	4.130	12.600	6.320	4.270	9.540	14.460	4.270	5.791	2.208	3.140	3.100	8.030	6.810	3.530	5.090	3.140	67.150	6.310	70.427	18.119	10.38	8.208	5.48	15.134	36.851	9.32	62.25	5.836	5.234	5.824	40.64	10.48	8.764	3.909	27.35	31.071	4.243	3.820	19.72	56.95	6.125	7.317	12.016	7.450
2/7/20	37.600	4.110	12.260	6.220	4.210	9.610	14.220	4.200	5.789	2.154	3.130	3.080	7.910	6.910	3.500	5.090	3.160	67.300	6.320	69.176	17.943	10.24	8.173	5.46	15.193	36.429	9.3	61.3	5.822	5.245	5.822	40.72	10.3	8.716	3.892	26.85	30.496	4.203	3.770	19.58	56.65	6.033	7.208	12.043	7.352
2/10/20	36.500	4.040	12.180	6.290	4.200	9.790	14.280	4.200	5.882	2.138	3.120	3.050	8.390	6.760	3.450	5.050	3.120	66.850	6.280	69.053	18.181	10.28	8.106	5.42	16.212	37.229	9.2	64.3	5.816	5.237	5.827	40.56	10.26	8.829	3.892	27.15	31.880	4.203	3.770	19.28	56.3	6.027	7.261	11.976	7.361
2/11/20	36.500	4.090	12.320	6.400	4.220	9.790	14.400	4.220	5.942	2.200	3.170	3.090	8.460	6.760	3.460	5.120	3.120	66.450	6.430	71.261	18.562	10.6	8.183	5.53	15.864	38.339	9.37	62.85	5.864	5.262	5.853	40.72	10.24	9.075	3.935	28.15	32.420	4.326	3.813	19.44	56.75	6.087	7.302	12.107	7.458
2/12/20	36.500	4.130	12.440	6.330	4.260	9.820	14.460	4.250	5.930	2.177	3.190	3.120	8.520	6.750	3.500	5.130	3.120	66.450	6.500	71.138	18.559	10.72	8.193	5.56	15.973	38.199	9.47	62.45	5.885	5.272	5.863	41.12	10.68	9.118	3.946	28.2	32.414	4.336	3.823	19.78	57.05	6.086	7.290	12.105	7.457
2/13/20	36.200	4.120	12.340	6.330	4.210	9.600	14.380	4.210	5.867	2.154	3.190	3.140	8.670	6.720	3.450	5.110	3.110	66.050	6.440	70.023	18.458	10.8	8.149	5.49	15.919	38.240	9.36	61.75	5.833	5.232	5.811	41.2	10.7	9.062	3.930	28.15	33.342	4.297	3.796	19.46	57	6.023	7.269	11.978	7.370
2/14/20	36.200	4.160	12.340	6.370	4.210	9.540	14.560	4.230	5.881	2.138	3.220	3.180	9.020	6.710	3.450	5.140	3.120	65.100	6.510	69.737	18.588	11.02	8.115	5.52	16.342	39.132	9.39	62.6	5.870	5.236	5.836	41.76	10.8	9.083	3.958	28.65	34.241	4.325	3.813	19.28	57	6.037	7.426	12.073	7.393
2/17/20	36.000	4.250	12.260	6.410	4.270	9.530	14.480	4.250	6.031	2.200	3.230	3.170	9.250	6.790	3.460	5.220	3.140	66.000	6.540	70.234	18.793	11.04	8.234	5.57	16.524	39.200	9.52	62.8	5.942	5.319	5.931	41.84	10.74	9.135	4.006	28.65	33.848	4.406	3.861	19.48	57.2	6.109	7.544	12.440	7.500
2/18/20	35.100	4.150	12.000	6.310	4.220	9.500	14.260	4.200	5.973	2.208	3.200	3.160	8.890	6.680	3.420	5.160	3.110	65.750	6.470	69.015	18.575	10.76	8.194	5.51	16.399	38.060	9.33	61.1	5.896	5.274	5.873	41.12	10.6	8.993	3.975	28.05	32.975	4.352	3.830	19.26	56.3	6.062	7.406	12.280	7.439
